(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.998791739028141, -0.012422626217462034)
(5.655999045343636, -0.01254948586093804)
(5.655999996525718, -0.010458563328493863)
(7.9999998635775995, -0.010585422999420035)
(3.9987826050214332, -0.07453575539895861)
(5.655965632449837, -0.0752969072389585)
(5.655999874925897, -0.06275137997270341)
(7.999995088794727, -0.06351253774196844)
(3.9986155860458434, -0.322988122378014)
(5.655354680891369, -0.3262859698935659)
(5.655997651386642, -0.27192264668627697)
(7.99990777887018, -0.27522097671150997)
(3.9985725273459747, -0.3602559392242802)
(5.655197178266306, -0.3639341703902176)
(5.655997078130538, -0.3032983367281929)
(7.9998852694004245, -0.306977237454904)
(3.9985725273459747, -0.3602559392242802)
(5.655197178266306, -0.3639341703902176)
(5.655997078130538, -0.3032983367281929)
(7.9998852694004245, -0.306977237454904)
(3.9984723194044753, -0.4347915288050869)
(5.654830639914007, -0.439230387875836)
(5.655995744007416, -0.3660497168522996)
(7.9998328839160875, -0.3704897530504357)
(3.9970375246628658, -1.0186503452883873)
(5.649583723912469, -1.0290370160613334)
(5.655976638974249, -0.8576021975050059)
(7.999082736678502, -0.8680040176595651)
(3.996862214425043, -1.0683400812327917)
(5.648942789578454, -1.0792317587946985)
(5.655974304265508, -0.8994364515207596)
(7.998991069409567, -0.9103456069937256)
(3.996862214425043, -1.0683400812327917)
(5.648942789578454, -1.0792317587946985)
(5.655974304265508, -0.8994364515207596)
(7.998991069409567, -0.9103456069937256)
(3.99591559037789, -1.3043652429647614)
(5.64548253226257, -1.3176522695195434)
(5.655961696156413, -1.0981491590842454)
(7.998496052997456, -1.1114680116743758)
(3.9949091623393636, -1.5155439096169268)
(5.641804782208889, -1.5309686239079499)
(5.655948288990261, -1.2759447411232303)
(7.997969689411616, -1.2914194046229666)
(3.9949091623393636, -1.5155439096169268)
(5.641804782208889, -1.5309686239079499)
(5.655948288990261, -1.2759447411232303)
(7.997969689411616, -1.2914194046229666)
(3.994780862818383, -1.5403883373471494)
(5.641336024837908, -1.5560641595446136)
(5.655946579656524, -1.2968618685324682)
(7.997902583060348, -1.3125901405584752)
(3.9930788509466435, -1.8385192332736315)
(5.6351192912243535, -1.8572012465426844)
(5.65592389975424, -1.5478673994807757)
(7.997012237817262, -1.5666386735739828)
(3.9930788509466435, -1.8385192332736315)
(5.6351192912243535, -1.8572012465426844)
(5.65592389975424, -1.5478673994807757)
(7.997012237817262, -1.5666386735739828)
(3.9921986048205573, -1.9751610501163697)
(5.631905412644972, -1.995216099011364)
(5.655912167240639, -1.662911602540556)
(7.9965516835436095, -1.6830773832425805)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.991077207364445, -2.1366454723367214)
(5.627812339126911, -2.158318865638253)
(5.655897217606822, -1.7988729346679033)
(7.995964871565573, -1.8206865860672767)
(3.990954792746863, -2.119313576503956)
(5.627361581561006, -2.1411600833899773)
(5.655896713307286, -1.7812498828174248)
(7.995890556827397, -1.803240030198662)
(3.9897458457056723, -1.9672948436898314)
(5.622904362780742, -1.990785134595966)
(5.655892775172112, -1.6264853133018535)
(7.9951424483351445, -1.6501541130897894)
(3.9897153341451053, -1.963851232490206)
(5.622791740028407, -1.9873815828546175)
(5.655892699010852, -1.622975213485427)
(7.9951232377100165, -1.6466849863657955)
(3.9897153341451053, -1.963851232490206)
(5.622791740028407, -1.9873815828546175)
(5.655892699010852, -1.622975213485427)
(7.9951232377100165, -1.6466849863657955)
(3.987619089498138, -1.7617448481215603)
(5.615039024388687, -1.7878867753667373)
(5.655889894544661, -1.4165791381786677)
(7.993765302826267, -1.442967025182426)
(3.9869772381904913, -1.7107440625931853)
(5.61265932539719, -1.7376371511770574)
(5.655889906835631, -1.3643611899099333)
(7.993334666827194, -1.3915220417366923)
(3.9869772381904913, -1.7107440625931853)
(5.61265932539719, -1.7376371511770574)
(5.655889906835631, -1.3643611899099333)
(7.993334666827194, -1.3915220417366923)
(3.9856322305832244, -1.6160415821773944)
(5.607663890317582, -1.6444473282822039)
(5.655891089593717, -1.2672309093269352)
(7.992409919935453, -1.2959521766037212)
(3.9849341052421705, -1.572318638857821)
(5.605066419272055, -1.6014800714335018)
(5.655892270215171, -1.2223069857941957)
(7.991918036367857, -1.2518098002258833)
(3.9841832582578958, -1.5287692595480484)
(5.602269346323845, -1.5587232038113543)
(5.655893935127474, -1.1775068024337452)
(7.991379935233525, -1.2078307367471204)
(3.983310034695323, -1.4820805759763545)
(5.599011970419853, -1.512931844772229)
(5.655896349102361, -1.1294128510681296)
(7.990742284603038, -1.1606683937656888)
(3.983244927621463, -1.478754527234677)
(5.5987689138192005, -1.5096717082707634)
(5.655896548540919, -1.125984045036795)
(7.990694230200835, -1.1573080991233287)
(3.9831135763076495, -1.4721061010806182)
(5.598278476346038, -1.5031558530880462)
(5.655896958825748, -1.1191291352384063)
(7.990597065612703, -1.150591021965871)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
(5.655897384563695, -1.1122778743519606)
(7.990498471603415, -1.1438786826482727)
(3.9829806910682652, -1.4654626223689544)
(5.597782204237403, -1.496645948441214)
